Atlas	Labels	Corr	RV	HR	SWI_Density	ToF_Density
Tian	pTHA-rh	0.281758225825096	0.338732875296837	0.224783576353355	0.041107852154833	0.0192751535940963
Schaefer	LH_LimbicA_TempPole_1	0.281670715754657	0.328624434285646	0.234716997223668	0.0513245013005883	0.0227749950764392
TractSeg	ILF_right	0.281533378765332	0.282111820448802	0.280954937081863	0.0174308936331007	0.00247154462337494
Schaefer	RH_SomMotA_14	0.281172099558331	0.292369745229194	0.269974453887469	0.0277415739784714	0.0418916383886155
Schaefer	LH_VisCent_ExStr_11	0.281088425277273	0.283235289730539	0.278941560824007	0.0394955636637116	0.00582039889625528
Schaefer	RH_TempPar_6	0.281044656033831	0.309563564794883	0.252525747272779	0.0253356013360412	0.0172055205402448
Schaefer	LH_VisCent_ExStr_8	0.280696673863198	0.281582749834458	0.279810597891939	0.0407884368872197	0.00786782030794131
Schaefer	RH_SomMotA_13	0.279435360235555	0.281739812430569	0.277130908040542	0.0158536579459906	0.0597560949623585
Schaefer	RH_ContB_IPL_1	0.279298540723342	0.325692555981003	0.232904525465682	0.052982166033833	0.0318712838181928
Schaefer	LH_DefaultB_PFCl_2	0.279269678703593	0.31177793018875	0.246761427218436	0.0164574940227768	0.0119583230574154
Schaefer	RH_DefaultC_Rsp_1	0.279203676042848	0.321819857437916	0.23658749464778	0.0939120378667914	0.0649126148012679
Schaefer	RH_SomMotA_7	0.279169850160526	0.291206115817647	0.267133584503405	0.0344487528876474	0.0854644633608687
Schaefer	RH_SalVentAttnB_Ins_2	0.278715418858879	0.326050395864826	0.231380441852933	0.0377197942588218	0.0275666467152363
Schaefer	RH_DefaultC_IPL_1	0.278004569999293	0.293189041345511	0.262820098653076	0.0427743231586522	0.0141014252695588
Schaefer	RH_LimbicA_TempPole_1	0.277689309387381	0.330655280613313	0.22472333816145	0.0651457781914151	0.0254065031078698
Schaefer	LH_ContC_Cingp_1	0.277581759385843	0.313659005804481	0.241504512967205	0.0411071514480569	0.00548095348175992
Schaefer	RH_DefaultA_pCunPCC_3	0.277569463113838	0.30963266106256	0.245506265165117	0.0252337095459188	0.0119491104004362
Schaefer	RH_SomMotA_16	0.27756610633295	0.281891466747618	0.273240745918282	0.0334178003204333	0.0898004403555548
Schaefer	RH_DorsAttnB_PostC_8	0.276874493461152	0.274305508523655	0.279443478398649	0.0527487394532987	0.127951989186898
Schaefer	LH_ContA_PFClv_2	0.276789500794089	0.299288294653574	0.254290706934605	0.0142901242857169	0.00242579270282231
Schaefer	LH_DorsAttnB_PostC_2	0.276531309811231	0.305282838289076	0.247779781333386	0.0119994777966948	0.00299986945913437
Schaefer	LH_SalVentAttnA_ParOper_3	0.276519465484411	0.314341108548425	0.238697822420396	0.0309054449659913	0.00943868992569512
Schaefer	RH_SomMotA_4	0.275841324234207	0.291516213109368	0.260166435359047	0.0435927199465888	0.0734030166315654
Schaefer	LH_SomMotA_12	0.275357003463534	0.296861389184414	0.253852617742655	0.0236670820097718	0.0260995323004106
Schaefer	RH_VisPeri_ExStrInf_4	0.274993974344731	0.292110717515037	0.257877231174426	0.0664423857226797	0.0232688524899469
Schaefer	RH_DefaultB_PFCv_3	0.274495146458733	0.341302053118671	0.207688239798795	0.0364911935820773	0.0351257165426453
Schaefer	RH_SomMotA_6	0.274264720414549	0.286146448678388	0.262382992150709	0.0342529640823114	0.0455817659614516
Schaefer	LH_TempPar_3	0.273988061328214	0.293774100412678	0.254202022243749	0.0149390238570049	0.00327743890229613
Schaefer	LH_DorsAttnB_PostC_1	0.273853903974891	0.305842971875833	0.24186483607395	0.0284750166267735	0.0136751119517586
Schaefer	LH_DorsAttnB_PostC_8	0.273796024057181	0.272690925746342	0.274901122368021	0.0266206191968074	0.0473415334447999
Schaefer	RH_TempPar_5	0.273752069409049	0.304277894841474	0.243226243976624	0.0311382100731134	0.00813008099794388
Schaefer	RH_DefaultB_PFCd_5	0.273713942697881	0.317620589334322	0.22980729606144	0.0253420572637058	0.0731112405112604
Schaefer	LH_ContA_PFCl_2	0.273308783999332	0.312889066691798	0.233728501306867	0.0200586424621402	0.00603092075045643
Schaefer	LH_SomMotA_4	0.272952165729277	0.282923388521335	0.262980942937219	0.0107232964886674	0.0114241654759851
Schaefer	RH_VisCent_ExStr_7	0.272827583675449	0.27241235863948	0.273242808711419	0.0419947490917416	0.0248383578509483
TractSeg	ST_FO_right	0.272392213465579	0.274319060233524	0.270465366697635	0.0221571586912428	0.00357293488414217
Schaefer	RH_SomMotB_Cent_1	0.271626984948848	0.286793007888056	0.25646096200964	0.0258064505554015	0.0870180929380078
Schaefer	LH_TempPar_1	0.271022257748385	0.326464143590466	0.215580371906305	0.0389904349592888	0.0390470246254983
Schaefer	RH_SomMotA_20	0.270517679972465	0.274024917878122	0.267010442066809	0.0346077772713191	0.140573494388042
Schaefer	LH_SalVentAttnA_Ins_3	0.270329120628233	0.31858973314148	0.222068508114987	0.0423214101626468	0.0104116452011195
Schaefer	LH_DefaultA_pCunPCC_7	0.270183680653979	0.28091208912262	0.259455272185338	0.0415445058547018	0.00829642528996748
Schaefer	RH_SalVentAttnA_ParMed_4	0.269857709902162	0.289642554286794	0.250072865517529	0.0387676493901955	0.0169448003957146
Schaefer	LH_DorsAttnB_PostC_5	0.269619718464541	0.279619093837149	0.259620343091934	0.029525031123245	0.00924261831923535
Schaefer	RH_DorsAttnB_PostC_7	0.269619541360493	0.261152527804275	0.278086554916711	0.0340126949222121	0.0829936487829849
Schaefer	LH_VisPeri_ExStrInf_2	0.269486541473782	0.291341015209025	0.24763206773854	0.0927016125899165	0.0158863651683961
Schaefer	RH_DorsAttnA_SPL_1	0.269309357026641	0.265389374553267	0.273229339500015	0.061013598354806	0.0338880014243156
Schaefer	LH_ContA_IPS_3	0.269008254765264	0.300237971585095	0.237778537945434	0.0435849310907387	0.0245345638701196
Schaefer	RH_ContA_PFCl_3	0.268007213300387	0.309390841391876	0.226623585208899	0.026785150536117	0.0381924734674683
Tian	HIP-rh	0.267685130880713	0.315044661749506	0.22032560001192	0.0613648135030101	0.0171250641768706
TractSeg	SLF_II_right	0.267535320765964	0.232234752760507	0.302835888771421	0.00344810088062485	0.000177475780620397
Schaefer	RH_LimbicA_TempPole_2	0.267392317537833	0.311550625464321	0.223234009611346	0.0654946116702206	0.0161363537188512
Schaefer	RH_ContA_PFCd_1	0.266815223554512	0.285148720315867	0.248481726793158	0.0365853643732833	0.0448253113306589
Schaefer	RH_DorsAttnA_SPL_5	0.266755992007486	0.268655809235345	0.264856174779627	0.0550106023438275	0.0337354173357396
Schaefer	RH_VisCent_ExStr_8	0.266304302275045	0.26901978023342	0.263588824316669	0.0469824872337855	0.0446372716090618
TractSeg	SLF_I_left	0.266157022317374	0.256685189079735	0.275628855555014	0.00149059603677102	0.00016075055298511
Schaefer	LH_SomMotA_15	0.265738972583193	0.282699539521921	0.248778405644465	0.0426128383340507	0.0639893444918696
Schaefer	RH_ContB_PFCld_4	0.264932109380859	0.285668916786908	0.24419530197481	0.0268976510267391	0.0794164542282853
Schaefer	RH_DorsAttnA_SPL_7	0.264616539755463	0.256804343842095	0.272428735668832	0.0434836150156428	0.0339369287319256
Schaefer	LH_ContA_PFCd_1	0.264558038039286	0.286150955110362	0.24296512096821	0.0208983643388541	0.0573514604743029
Schaefer	RH_ContB_IPL_4	0.264089727967445	0.292795135023428	0.235384320911463	0.0467880436232392	0.0349020941996239
Schaefer	RH_DorsAttnA_ParOcc_3	0.263943833492645	0.26611636455054	0.26177130243475	0.0337772773284661	0.0264762505202701
Schaefer	LH_SomMotA_7	0.263824675999558	0.286209786437897	0.241439565561219	0.0472988357819686	0.0608616343516613
TractSeg	ILF_left	0.263561075603475	0.259336227802768	0.267785923404181	0.0139107849774705	0.00159974027240911
Schaefer	RH_DefaultA_PFCm_4	0.263380176844946	0.29061478969917	0.236145563990721	0.0209300354973874	0.00565448539995405
Schaefer	LH_DefaultB_PFCd_1	0.263252554703409	0.304308416325705	0.222196693081114	0.0509325661422575	0.040829744865643
Schaefer	RH_SalVentAttnA_FrOper_3	0.262616572674858	0.309680769727978	0.215552375621738	0.0285080761539859	0.0170256566111144
Schaefer	LH_ContB_IPL_3	0.262493050360628	0.306158867871011	0.218827232850246	0.0281425881175659	0.00922451497843632
Schaefer	LH_DefaultB_PFCl_1	0.262293529605125	0.288921157217577	0.235665901992674	0.0182002949048624	0.0254065029774651
Schaefer	LH_SomMotA_16	0.261994465374114	0.276684413858004	0.247304516890225	0.0193590717598996	0.0553428830720919
Schaefer	RH_DorsAttnB_PostC_5	0.261827067994293	0.27552318800789	0.248130947980697	0.0358680043352675	0.0175477314184154
Schaefer	LH_DorsAttnA_TempOcc_2	0.261355938484181	0.299390111174986	0.223321765793376	0.0678287739368955	0.0126519992045779
TractSeg	UF_right	0.261302915433215	0.26908741351575	0.253518417350681	0.0186020167975311	0.00645932487932035
TractSeg	SLF_II_left	0.261204890142081	0.232821618535808	0.289588161748355	0.00160692403286171	0.000238652084088372
Schaefer	LH_DorsAttnA_SPL_5	0.260535233974073	0.264250544860048	0.256819923088098	0.0519313785162839	0.0235733447605343
Schaefer	LH_DorsAttnB_PostC_4	0.260209901693371	0.278565663624043	0.241854139762699	0.032991632891162	0.00553788125946902
Schaefer	RH_SomMotA_11	0.259708366922872	0.271434439313651	0.247982294532094	0.0385581046507201	0.0496771858238122
Tian	HIP-lh	0.259698161622485	0.305196949622234	0.214199373622737	0.0780135567572358	0.0214845462557641
Schaefer	LH_SomMotA_5	0.259697697052278	0.272856178822472	0.246539215282085	0.0310243890285492	0.00507317054271698
Schaefer	LH_VisPeri_ExStrInf_1	0.259619317856365	0.280417151218167	0.238821484494563	0.0633173136602613	0.0134420042434833
Schaefer	RH_DefaultA_PFCd_2	0.258937052475768	0.277617672169151	0.240256432782386	0.0377168706282205	0.0422428952357204
Schaefer	RH_TempPar_2	0.258932603648187	0.298947041972745	0.21891816532363	0.037231601583652	0.00583698120382097
Schaefer	LH_DorsAttnA_ParOcc_2	0.258743645810497	0.268695314381439	0.248791977239555	0.0382959924941689	0.0147886539881046
Schaefer	RH_SomMotA_1	0.258576326017921	0.28200192095693	0.235150731078913	0.0182926822985922	0.0155052258500031
Schaefer	RH_ContA_PFCl_2	0.258302588143415	0.299082760897021	0.217522415389809	0.030405404021007	0.0232366503191155
Schaefer	LH_DorsAttnB_FEF_2	0.258164812230616	0.285719227050856	0.230610397410377	0.012332919458885	0.00420283850303477
Schaefer	RH_VisPeri_ExStrInf_1	0.257904245019784	0.281493076480628	0.23431541355894	0.0676250446579577	0.0132450326027197
Schaefer	RH_ContC_pCun_4	0.257746170834612	0.273927603120054	0.24156473854917	0.0366359664382282	0.0162938967718128
Schaefer	LH_DefaultC_Rsp_1	0.257578535375958	0.294531802171288	0.220625268580628	0.0579268271103501	0.0451219496006767
Schaefer	LH_DorsAttnA_SPL_3	0.257483586525676	0.263580138979277	0.251387034072076	0.0408780472874641	0.00487804859876633
Schaefer	RH_DorsAttnB_PostC_3	0.257017766462622	0.269566804052043	0.244468728873202	0.0537863436224159	0.0293961005960489
Schaefer	RH_ContA_IPS_4	0.256874959300559	0.271947846105405	0.241802072495713	0.0351219498117765	0.0099186988423268
Schaefer	RH_DorsAttnB_TempOcc_1	0.256645236212209	0.276735389313558	0.23655508311086	0.0365487422357808	0.0224126557464356
Schaefer	LH_DorsAttnB_PrCv_1	0.256206230009216	0.292878494316972	0.21953396570146	0.0427059349586379	0.0163828802277457
Schaefer	RH_DorsAttnA_TempOcc_1	0.256147457312689	0.289219634368483	0.223075280256895	0.0411207402540633	0.0214338499036702
Schaefer	LH_DefaultB_PFCd_6	0.256145299691645	0.278903341955216	0.233387257428075	0.0441013026080257	0.0751593812799854
Schaefer	RH_DorsAttnA_SPL_6	0.256103048196453	0.261197663142006	0.251008433250901	0.0238200815854134	0.017421602119099
Schaefer	RH_ContA_IPS_1	0.256018067893902	0.276818192065399	0.235217943722406	0.0636460718012204	0.0749510384715387
Schaefer	RH_DorsAttnB_PostC_4	0.255962092753324	0.275393552651965	0.236530632854684	0.0415324419736862	0.0100092034927517
Schaefer	LH_ContB_PFClv_2	0.255038288903067	0.27272803781267	0.237348539993465	0.0288954470425275	0.0133602605171644
Schaefer	RH_SomMotA_18	0.254662514671823	0.263450154937997	0.245874874405649	0.0105721965828776	0.0731707290664825
Schaefer	LH_DorsAttnB_FEF_3	0.253903595138406	0.281505899597138	0.226301290679674	0.030781269113329	0.00234772392453994
Schaefer	LH_ContA_IPS_1	0.25378830170281	0.273409962158523	0.234166641247097	0.0622616385871714	0.0258980033885349
Schaefer	RH_DefaultA_IPL_1	0.253328973656145	0.282141039758348	0.224516907553943	0.0306725783265514	0.0158378200936111
Schaefer	RH_DefaultB_Temp_2	0.253247395558717	0.290819662691612	0.215675128425822	0.0619610716221911	0.0225424973124808
Schaefer	LH_DefaultC_Rsp_2	0.253202483901283	0.286788332143528	0.219616635659037	0.0565677320651979	0.011313546448946
Schaefer	RH_DefaultA_PFCm_5	0.252686362816764	0.277522125987642	0.227850599645886	0.0320593398832476	0.0507291908731166
Schaefer	RH_ContA_PFCl_1	0.252312560064992	0.298483777962673	0.206141342167312	0.0498303970852435	0.0290744616249144
Schaefer	RH_SalVentAttnA_FrMed_4	0.252247885812045	0.290304393090475	0.214191378533616	0.0384146327152848	0.125609750999138
Schaefer	LH_DefaultA_pCunPCC_3	0.252074051825102	0.273859880042431	0.230288223607774	0.0525177006399439	0.00786782032059085
Schaefer	RH_SalVentAttnB_PFClv_1	0.25186836680781	0.300221657205626	0.203515076409995	0.0383151689055541	0.0278498518498654
Schaefer	RH_ContB_IPL_3	0.251514192578925	0.289244680783217	0.213783704374633	0.0337937100225663	0.0660201755453305
TractSeg	UF_left	0.250328402275984	0.255919118936809	0.24473768561516	0.0122940677159577	0.0047988916235328
Schaefer	LH_DorsAttnB_PostC_3	0.250278088535627	0.276698896605205	0.22385728046605	0.0366645535671866	0.0368229317684452
TractSeg	SLF_III_left	0.250165535372796	0.224317764542904	0.276013306202689	0.00537412133762392	0.000304606067719574
Schaefer	LH_ContA_IPS_4	0.249879109959945	0.271646965237156	0.228111254682735	0.0308700389159259	0.0112850377586351
Schaefer	LH_DorsAttnA_SPL_4	0.249806929432493	0.259850485955473	0.239763372909513	0.0299475132192992	0.00910774891889548
Schaefer	RH_SomMotA_19	0.249541224568063	0.259866069306187	0.23921637982994	0.0302952492707654	0.0646127489575169
Schaefer	RH_SomMotA_9	0.249384668486845	0.232345962415992	0.266423374557698	0.0441100139250147	0.0332122458739484
Schaefer	LH_DefaultA_pCunPCC_6	0.249295717628102	0.262124369929544	0.236467065326661	0.0836720831899179	0.00880758769603239
Schaefer	LH_TempPar_4	0.24890829800193	0.264244349685932	0.233572246317929	0.0301694571373453	0.00421196967363358
Schaefer	RH_ContB_IPL_2	0.248858199911282	0.288599863339213	0.209116536483352	0.0333880356355222	0.053477446762564
Schaefer	RH_DorsAttnA_SPL_4	0.248477916581024	0.253710965998184	0.243244867163864	0.0389550327195375	0.0513235443223144
Schaefer	LH_VisPeri_ExStrInf_4	0.247969194840006	0.292803826572814	0.203134563107199	0.133019055513775	0.118671853752697
Tian	GP-lh	0.2479178442733	0.262451077673116	0.233384610873484	0.0343454440257379	0.00895968109977489
Schaefer	LH_DefaultB_IPL_1	0.247109061824103	0.272779080522669	0.221439043125537	0.0290590023787895	0.0061981805627889
Schaefer	LH_LimbicA_TempPole_6	0.247073920776321	0.295447134836085	0.198700706716557	0.0813196727578159	0.0522324691619508
Schaefer	LH_ContB_PFCd_1	0.246883885131825	0.271843454588861	0.22192431567479	0.0425751945365865	0.0606739613698144
Schaefer	LH_DorsAttnA_SPL_7	0.246839696563996	0.244084441078137	0.249594952049855	0.044676358345896	0.058044087786514
Schaefer	RH_ContC_pCun_3	0.24646239308724	0.249103402023101	0.243821384151379	0.0495820431292337	0.00996221189207874
Schaefer	RH_ContA_PFCl_5	0.246135165249599	0.281760099172279	0.210510231326919	0.0350609740597152	0.0103803712741605
Schaefer	RH_DorsAttnA_SPL_2	0.245609580667645	0.257273524178667	0.233945637156624	0.0280305776578277	0.00163815064883944
Schaefer	RH_DorsAttnB_PostC_2	0.245607240520465	0.271086635086773	0.220127845954158	0.0501439158590684	0.0492349622875267
Schaefer	LH_DefaultC_IPL_1	0.244855853504435	0.271346928751671	0.218364778257199	0.0361297227032892	0.0159742691032179
Schaefer	LH_TempPar_2	0.244772654507588	0.275626452727503	0.213918856287674	0.0172988067048762	0.00268615007663088
Schaefer	LH_DefaultB_IPL_2	0.244691957229001	0.280123967811025	0.209259946646977	0.0159550115026673	0.00215784991634435
Schaefer	RH_SomMotA_12	0.244610580032666	0.261243145913117	0.227978014152215	0.0280975599586964	0.0460487786531448
Schaefer	RH_DefaultB_Temp_1	0.244420654491071	0.283086290745485	0.205755018236656	0.0603567506395169	0.0195850010905693
Schaefer	RH_DefaultB_PFCd_2	0.244048794292442	0.281574414830292	0.206523173754592	0.0462956888546253	0.045641795300127
Schaefer	RH_ContA_PFCl_4	0.243279875291805	0.281060174735282	0.205499575848329	0.0264334047105924	0.0105989014056965
TractSeg	CC_1	0.243100502343108	0.235204499548814	0.250996505137403	0.0136504134612983	0.00561810405468301
Schaefer	LH_SalVentAttnB_OFC_1	0.242846635736308	0.27315267810814	0.212540593364477	0.0090934720988563	0.0014098406354816
Schaefer	RH_LimbicA_TempPole_3	0.242210751335739	0.289338277171014	0.195083225500464	0.0529400621966798	0.039452951391846
Schaefer	RH_ContA_IPS_3	0.241930700306485	0.273937094668469	0.209924305944502	0.0296167235869866	0.0126702561490722
Schaefer	RH_ContA_IPS_2	0.241831616057064	0.270663672096237	0.212999560017891	0.0280771400606216	0.0951503082503413
Schaefer	LH_DefaultB_Temp_1	0.240985177585518	0.276573978462687	0.205396376708349	0.0260985090594193	0.0146467996188639
Schaefer	LH_DefaultB_Temp_5	0.240401199256235	0.263158951171473	0.217643447340997	0.039043295940803	0.00368689719674199
Schaefer	RH_SomMotA_17	0.240039267266188	0.258960194540343	0.221118339992034	0.0143472017610774	0.0754883534430918
Schaefer	LH_SalVentAttnA_FrOper_2	0.239995312624207	0.280481456035388	0.199509169213026	0.028982233233106	0.0118187288581221
Schaefer	LH_DefaultC_Rsp_3	0.239947443003061	0.260184170408578	0.219710715597545	0.0525328312546779	0.0159027957981759
Schaefer	LH_SalVentAttnB_Ins_2	0.239533950275921	0.296027381030362	0.18304051952148	0.0240367610673398	0.0143749259304309
Schaefer	RH_DefaultC_Rsp_2	0.239305890017656	0.25791562704552	0.220696152989792	0.0392337998356482	0.0160137958485972
Schaefer	LH_DefaultA_PFCm_3	0.23904872634668	0.249189497318782	0.228907955374579	0.0517572479571883	0.024102169111019
Schaefer	RH_ContB_Temp_2	0.238938466224324	0.264747050534335	0.213129881914314	0.04133390722615	0.0221778535968171
Schaefer	RH_SalVentAttnA_ParOper_3	0.238853678278735	0.276160754803303	0.201546601754168	0.0434748163422594	0.0536902101541107
Schaefer	RH_DefaultA_IPL_2	0.238717709141131	0.270516621960937	0.206918796321325	0.0438693283606169	0.0566714469393993
Schaefer	LH_ContA_IPS_5	0.238586334333943	0.261697553407948	0.215475115259938	0.0296508835519061	0.00267814432873445
Schaefer	LH_DefaultA_PFCd_3	0.238401406388746	0.266089919421948	0.210712893355544	0.0209603649855126	0.02029344427865
Schaefer	RH_ContB_PFClv_1	0.237788417987216	0.284575434827566	0.191001401146866	0.0179539288704594	0.00669037915455798
Schaefer	LH_DorsAttnA_TempOcc_1	0.2374178221763	0.270419674713547	0.204415969639054	0.0321171792742306	0.00450178038729124
Schaefer	LH_LimbicA_TempPole_3	0.236556336669354	0.296082354745229	0.17703031859348	0.0683824604639978	0.0490049358708727
Schaefer	LH_ContB_Temp_2	0.236430179256577	0.25924205582187	0.213618302691284	0.0191637622952765	0
Schaefer	RH_DefaultA_PFCm_1	0.235395648557457	0.2637184292626	0.207072867852314	0.0292384563760109	0.0151786373683254
Schaefer	RH_ContC_pCun_1	0.234975260085736	0.249878608553706	0.220071911617767	0.0398271055066887	0.0172892861728427
Schaefer	RH_DefaultB_PFCd_3	0.234723948971277	0.29377448353264	0.175673414409914	0.0405370939120598	0.0123225966604745
Tian	GP-rh	0.234551926892481	0.256301807399644	0.212802046385319	0.0480300169342603	0.00838023733634215
Schaefer	LH_ContB_IPL_1	0.234229780598852	0.273805927295117	0.194653633902588	0.0303273415438047	0.018212451133877
Schaefer	RH_DefaultC_IPL_2	0.233910737614057	0.249556642080709	0.218264833147405	0.0473527644283888	0.0522903013701846
Schaefer	LH_ContB_IPL_2	0.233544374349381	0.2759436133026	0.191145135396163	0.0209505932930952	0.0138367724915346
Schaefer	LH_SalVentAttnA_Ins_4	0.233239989772843	0.245889380261058	0.220590599284629	0.0402349992281329	0.0122841369822948
Schaefer	RH_DefaultA_PFCm_6	0.232546401573364	0.282585634770281	0.182507168376447	0.0154784233428729	0.00312695422997841
TractSeg	SLF_I_right	0.232201205828717	0.187375691315707	0.277026720341728	0.00216855116017458	0.000178726743970432
Schaefer	LH_ContA_IPS_2	0.231650852180602	0.277206752924762	0.186094951436443	0.0218163982557891	0.0175266571005984
Schaefer	RH_TempPar_1	0.231580896642304	0.287983135042778	0.17517865824183	0.038920600482441	0.0504670451058352
Schaefer	LH_DefaultB_PFCv_2	0.231266403751116	0.27609165860687	0.186441148895362	0.0200612388583489	0.00232288028512682
Schaefer	RH_TempPar_3	0.230591847122898	0.264979952245246	0.19620374200055	0.0484697819230663	0.00466055598608248
Schaefer	LH_SalVentAttnB_Ins_1	0.23028404226211	0.288925445823815	0.171642638700405	0.0240815059293674	0.00617474506172953
Schaefer	RH_DorsAttnB_FEF_2	0.229645737014245	0.24160936869449	0.217682105334	0.0264762505202701	0.00393132206150576
Schaefer	RH_DefaultC_PHC_1	0.229507282764247	0.284228108745677	0.174786456782818	0.0557741039970015	0.0437975330912511
Schaefer	LH_DefaultB_PFCv_4	0.229272327431861	0.277485974211205	0.181058680652516	0.0212930693394608	0.00651696968882803
Schaefer	RH_ContB_PFClv_2	0.228478705437315	0.256114232091841	0.200843178782789	0.0365554009557356	0.0130041344709127
Schaefer	LH_DefaultA_PFCd_2	0.228303219565928	0.248113425218534	0.208493013913322	0.0177727351759293	0.0205142739149489
Schaefer	LH_DorsAttnA_SPL_1	0.228100441016875	0.237543847554258	0.218657034479493	0.0214572390423545	0.000154368626543238
Schaefer	RH_DefaultB_AntTemp_1	0.227963377692085	0.269932565086229	0.185994190297941	0.0419529354934331	0.0176485736500209
Schaefer	LH_ContA_Cingm_1	0.227673934494284	0.276089266879099	0.179258602109469	0.102238552109019	0.0840293974807001
Schaefer	LH_DefaultB_Temp_4	0.227491458320166	0.255349112212683	0.19963380442765	0.0310771142883884	0.00380045206412761
Schaefer	LH_ContA_PFClv_1	0.227388068900362	0.263570759580264	0.191205378220461	0.0299890587071945	0.00476221103309641
Schaefer	LH_LimbicA_TempPole_2	0.226299496622037	0.258945627638081	0.193653365605994	0.0551989707993087	0.0295861593650696
Schaefer	RH_ContC_Cingp_1	0.225709045955649	0.247020784179406	0.204397307731892	0.0300522635557822	0.00914634112268686
Schaefer	RH_ContB_PFClv_3	0.225498796804475	0.263774414955405	0.187223178653546	0.038148841546955	0.0232837822516054
Schaefer	LH_LimbicB_OFC_2	0.224890734471055	0.271464303717779	0.178317165224332	0.0280558286891507	0.00794210223219069
Schaefer	LH_ContB_Temp_1	0.224826559206245	0.249081224549866	0.200571893862625	0.0382503808864368	0.000540005379937232
Schaefer	RH_DefaultB_PFCv_1	0.224703047792851	0.285807734774084	0.163598360811619	0.0540559033789996	0.0478898310050201
AAN	DR	0.22424541383095	0.27594588805278	0.172544939609121	0.0706033343939405	0.0397946062056642
Schaefer	LH_SomMotA_19	0.222797365367284	0.229084110451064	0.216510620283504	0.0021777002673064	0.0788327496764915
Schaefer	RH_SalVentAttnB_Ins_1	0.222533041197071	0.279031399157951	0.166034683236191	0.0329038181676055	0.018522778877391
Schaefer	LH_DefaultB_PFCv_1	0.222253299462851	0.274947870908234	0.169558728017469	0.0304733201542829	0.0169746821432102
Schaefer	LH_DefaultA_PFCm_2	0.221674526356458	0.253604788747639	0.189744263965278	0.0435239680047179	0.0622897367795994
Schaefer	RH_DefaultB_PFCd_4	0.221452562948694	0.263078697688464	0.179826428208925	0.0292026674700692	0.0714207563398932
Schaefer	LH_ContA_PFCl_1	0.221407709440941	0.257706573042059	0.185108845839823	0.033857508096844	0.0116335040350494
Schaefer	LH_DefaultC_PHC_1	0.221374034242729	0.282304577614761	0.160443490870698	0.119788533764813	0.101886334861147
Schaefer	LH_DefaultB_Temp_2	0.221060870667127	0.25502084489676	0.187100896437494	0.0221078532688115	0.00268516436629339
Schaefer	LH_DefaultB_PFCv_5	0.220482522795277	0.262611184026289	0.178353861564264	0.020181730404204	0.0117647054586925
Tian	pTHA-lh	0.219579966949434	0.24307877550853	0.196081158390338	0.0267192845279721	0.0171443352609161
Schaefer	RH_ContB_Temp_1	0.21892762203971	0.249522693550609	0.188332550528811	0.0462290243846728	0.0259470671336067
Schaefer	LH_DefaultB_Temp_6	0.217747998163915	0.23753145004266	0.19796454628517	0.0220430647354246	0.00122461471098736
Schaefer	LH_DefaultB_PFCd_2	0.21749694105097	0.236488485892616	0.198505396209325	0.0262026814328637	0.0349541699430745
Schaefer	LH_DefaultA_PFCd_1	0.216242977103505	0.216076563692986	0.216409390514024	0.0415702316991604	0.0113049667790858
Schaefer	RH_DefaultA_PFCm_2	0.215694574196126	0.218516994887741	0.212872153504512	0.0317724530394424	0.0170080329040038
Schaefer	RH_ContA_Cingm_1	0.215618032761087	0.262602835714666	0.168633229807508	0.0268106487871126	0.00409607134247554
Schaefer	LH_DefaultA_IPL_1	0.215400485705979	0.233091343454653	0.197709627957305	0.0345438903255085	0.00816589631632561
Schaefer	LH_DefaultC_PHC_3	0.214282084382826	0.26832152102137	0.160242647744281	0.0783686491716755	0.0729041689080619
AAN	PO	0.214151274519914	0.255987474752408	0.172315074287421	0.00762195093557239	0.019054877338931
Schaefer	LH_DefaultC_PHC_2	0.214149809093812	0.262532646901441	0.165766971286182	0.0537733119901489	0.0160114771478316
Schaefer	LH_ContB_PFClv_1	0.213831931626165	0.246086244499669	0.181577618752661	0.017234608197788	0.00266154708877233
Schaefer	LH_LimbicB_OFC_5	0.209831949980684	0.224851017128158	0.194812882833211	0.0315733033549655	0.0190833549250613
Schaefer	RH_DefaultC_PHC_2	0.208862578079513	0.252347742040265	0.165377414118762	0.0477992692298588	0.0177319869399071
Schaefer	RH_DefaultA_Temp_1	0.20840713006089	0.224020593368815	0.192793666752965	0.0261811349619102	0.0193586893822555
Schaefer	LH_DefaultA_IPL_2	0.207969220058783	0.225988241424573	0.189950198692993	0.0336661741837559	0.023626342715833
Schaefer	RH_SalVentAttnB_IPL_1	0.207790229456044	0.22161904123895	0.193961417673139	0.0281533090131623	0.0455749111303261
Schaefer	RH_VisPeri_ExStrInf_2	0.2068157100361	0.255205873389958	0.158425546682243	0.0694045892861836	0.106886652900892
Schaefer	RH_DefaultA_pCunPCC_5	0.204673805354014	0.214384758037642	0.194962852670387	0.0518292662731948	0.00740418090884175
Schaefer	LH_DefaultA_pCunPCC_1	0.20403600679384	0.215719546814719	0.192352466772962	0.0528272971377244	0.00864048970387121
Schaefer	LH_DefaultA_PFCm_1	0.20194836636453	0.212673212361651	0.191223520367409	0.0549780066466071	0.0407836848228681
Schaefer	LH_DorsAttnB_PostC_9	0.20125070398028	0.199470766936591	0.203030641023969	0.0262990445546482	0.0661717894284621
Schaefer	LH_DefaultA_pCunPCC_2	0.198864981471649	0.191014525618002	0.206715437325296	0.0573609866139961	0.00614823299844509
